Type,L,w,P,a,RL,Delta
3,5.394083128059837,36.81235918492441,52.98400231811166,3.70307629031765,16.61010927784886,0.0008662164623758256
6,6.463566638883069,29.061911071130613,15.436271527420232,3.1220713318239937,117.40224928846646,0.0013746191290894513
3,10.126597170694787,18.461524075494808,45.426797221909965,5.506264362286895,20.72630302631883,0.0049139585454815405
2,14.879522788679342,16.117692248736148,80.98744458546349,4.154014422367455,239.8235691159899,0.49378613127476806
5,3.032530792971956,5.834803207084066,47.31662010518922,1.8058468958306486,27.14404152400493,6.469602060777747e-05
3,7.186419198515944,46.476457212391296,83.06194077877291,6.600900086034318,6.767536446500634,0.0032112083321356186
6,14.195256805199456,49.54647382286953,20.500181005323725,5.554685276550166,439.5780748173284,0.05451990084656039
1,11.893447791480709,28.723655658995597,84.1828776758272,2.0908103072603925,84.1828776758272,0.010300913799277644
1,12.006023097183762,39.97685654597578,82.51326766927973,2.6144854739870107,82.51326766927973,0.015700304332416943
3,10.982366648354402,26.153271238455964,35.88304841235025,9.219482499427613,5.759929465729807,0.004951148061234514
1,11.195784761005589,22.59743006495196,71.3782454855326,9.625024004627726,71.3782454855326,0.13204358743610345
5,6.616534489969705,37.380469008812554,50.27203900924791,1.713625700301449,45.65059526058657,0.0003136082086576159
1,7.697785322418023,26.592873984408698,6.661911239081697,1.9715787295706533,6.661911239081697,0.00045580207944812977
7,4.402776488500368,46.991606180673756,62.770805307141785,1.5472019338961032,44.96377334718823,0.00013951033830514128
8,5.000769119920598,43.93145576867191,49.54236264039656,3.5871258012431255,109.84553370056605,0.00035773513063572807
3,12.46316653469437,7.583743986637559,31.172206779554823,3.4104237051482937,22.642237076683873,0.0062861032476436126
7,4.717535826581635,10.227229658473163,71.40640822236142,2.3332146182162092,36.28335793671686,0.00019523226154535188
2,7.10498098459089,41.06286523360064,11.063173695520723,5.767873742652964,291.7508766575509,0.06540048166665365
8,10.247494464870151,25.114417373126507,53.98606371128367,4.997925767471865,128.67992650977632,0.0036060575798443936
4,11.667030820716796,36.00182682730372,64.11476328852973,7.87003764166336,210.01721159813061,0.04342848741490178
4,11.594148896795426,29.951468238866326,82.67988278090783,10.587397819044712,173.63089121952763,0.03523565870733929
8,10.000701537193446,20.042570838181994,46.20058036441327,9.026183232411933,100.2198844953576,0.0026104421450013266
4,13.942228906115577,6.955809707153094,10.07946030158865,3.909595879067993,48.4897455822546,0.017111390866932842
8,13.465486907329819,46.60591412418062,56.51331835892089,9.115942638471832,313.785663221646,0.019951155725472
8,3.27627125745165,32.568360549412304,77.1246668519738,1.267890218502053,53.35139178518088,4.886006995548115e-05
1,8.089568055628632,36.82221178123614,93.43670147690149,7.143182930557151,93.43670147690149,0.06803988883923277
7,4.4737293821488056,11.79530172975406,16.552051036728976,0.9738807428980293,14.54042435319833,3.859488241039789e-05
7,14.050102591408468,43.49481810310641,51.88380571260721,8.179237608366824,19.60620920766342,0.0037474779503355875
5,7.551668380626586,37.21248259216444,20.55798083756375,5.731798612895641,7.287513091582129,0.00033589241375452274
2,7.00199006029373,19.908434679547167,53.73956029379229,6.1468373977394455,139.39866174219625,0.029909082561309086
2,8.588401467825758,24.041848904453676,91.84547249393012,4.967199911490807,206.48105042025503,0.08175178249976954
3,8.42927419359232,7.042851018989992,17.63869865062233,4.202254454783497,8.845260653611048,0.001100438689114133
6,3.40654992295914,15.57365855663787,78.04957075460877,1.0213806015296278,33.157778347691675,5.683540660274365e-05
2,3.1571334790600036,33.17686860083553,17.803596686975144,2.888661221465279,104.74380259007248,0.0020600946989267985
1,9.687664426680575,43.031600894536695,53.506971893365865,2.092696179073053,53.506971893365865,0.005266562240018057
7,10.144620207840525,3.3538238694213742,74.99604703991778,2.423702279702633,64.19913224207549,0.0020389873264530767
3,7.192643988591996,23.411591422068966,62.497598705105226,2.804795638101275,38.126450554590726,0.002422466568722106
8,9.778093599151397,3.2854319714176183,77.55276166950105,4.477975268212406,16.062630665082985,0.00039106416345121344
2,9.413470695086962,24.0543974193793,49.7011948821249,6.954866565560364,226.4353651953025,0.11805206794457467
4,5.1831375659432535,43.089281050675865,94.61154621336327,2.0005790651307236,111.66883565162243,0.0020246454168157554
2,13.769164917826611,26.32892333296469,80.0749771486121,12.819619788108168,362.52728748040386,0.5914847118236883
8,11.59166674616877,32.94619709550757,2.709599250348349,2.8953079325564617,190.9506686423586,0.0077451105287744335
8,5.353357196321434,25.275393955301688,59.50489797004206,1.9022840089670527,67.65410606023678,0.00027029723426298067
5,5.142535944652003,32.63730539259374,23.81827810467265,0.7173696402186711,23.155368900136445,2.4791319611933846e-05
8,14.864745383465314,30.15987010884898,80.6850148962586,13.62182058166941,224.1593949832132,0.019173356405688884
4,11.017021638847755,10.249214770791049,29.314773026101328,9.438307079431727,56.45791045550151,0.009830060435177665
7,10.598889298931526,36.79523065980012,84.81280954668836,1.7011132607485362,78.9597873560604,0.002629730807304457
3,9.996498731636306,21.0712275296249,89.26717110769748,7.8542411118741455,19.13002568538064,0.009288899941322688
4,7.0303902857980205,41.25536657113299,36.30592121950905,0.5680927943223805,145.02066418936488,0.006561558048639511
4,10.489786894189608,20.470582609562022,55.204718085198024,4.641876259288323,107.3660245871047,0.016136362770320888
4,5.634126300971504,48.727363259943495,77.97587747880308,0.860974127745463,137.2680594599201,0.003196597896401868
6,8.849174378994164,44.72761134470457,79.98552559473153,3.828968323366023,247.37652021573024,0.007432860968476838
3,9.14949187058306,37.084347211433276,69.88458531609044,3.7722901097832393,41.07151747111172,0.005575721667681934
1,4.67227288887389,41.74651183996495,98.44021807035521,2.4441648324917042,98.44021807035521,0.005671334533245708
5,11.294662291315852,34.15919282227407,82.25838759116739,5.948847924720331,54.03903695301833,0.00567296458959963
2,9.918197706171043,13.7027610343603,55.417800251579344,6.31073446666261,135.90669305920227,0.08287416122045212
2,11.64243097958755,5.328936506433718,14.0018538660449,3.345049974327214,62.041775470758964,0.06119208496131955
7,13.486680930750182,29.870655108515415,60.051686043365336,8.746557739704757,17.039928693005873,0.00383627057030415
7,9.879532538152809,41.90534815891479,40.43815015490243,7.348596257272424,6.601893690191854,0.001015475018602954
6,3.5635916013006605,8.314168437803971,73.80336164263704,0.4437341539202098,18.51768801047329,3.6336225863197515e-05
4,12.251831106425742,3.412485267704579,83.70789907030294,5.433369243033522,20.90459657654127,0.005005916196339951
4,11.628550862210947,14.85608578115875,56.64046402968972,5.563626226563934,86.37737455978669,0.017685427809451176
7,14.449043238475596,6.750063871060346,48.37549419324127,4.2324151925289435,38.35498533156551,0.003800243828586452
7,6.1471685315979006,29.753896535012743,5.1425813484250344,3.053480704028401,2.5965175881055873,3.1108230329034756e-05
5,4.856065690598834,31.166627545249536,47.42373087003696,1.7479183075522864,39.31315309107204,0.00018478231573786395
8,11.738265074443241,24.774565810309923,68.84023964277361,5.180619959653075,145.4052102928283,0.006124356768305322
7,3.911200924435465,3.888267203947854,0.23393906257782593,3.601940113779844,0.004156566971703198,3.64503666881784e-07
6,10.082768002429045,18.04869484700134,9.158207332663416,8.828292370299486,113.73800180559444,0.005055151679658019
5,12.480162705502273,34.52801162228203,52.13006674135694,1.597893771584701,50.90293048377059,0.0006650928911033298
8,13.4753500305169,36.61124432047806,80.65611478614497,8.663370316164206,246.67466613560782,0.015718586520395744
6,10.646778957473842,49.02884000899941,90.33638126360249,6.728747555927518,326.24951382322905,0.017072371769938376
3,14.852016095959764,47.202966984330665,3.94268113685059,10.17389324199932,1.2418749490311256,0.0013454781694934486
7,14.992241994790017,27.79032907185898,47.32101180813334,4.9709682459188675,35.16375022991234,0.004152623418011347
7,11.369043206962079,14.867450368627539,92.43961953765304,10.50445499153376,1.5224898732388128,0.0035375181430075363
7,12.54410205550917,37.25322740601102,5.4882614646474925,5.765637054288115,3.075755822557196,0.0002821124839897445
3,12.946985689808129,1.850381735774631,59.6269878482053,3.3274782968943746,44.3023777244547,0.013479619764799966
4,8.772742606129038,44.24991782616405,53.02651326349002,3.9207926027436137,194.09656971564908,0.017063291178234765
7,3.7842760895873084,15.764516891530517,53.949129237533725,2.88229709404397,7.733584587418123,7.613803359781078e-05
1,11.8542692028783,26.008405493936593,42.68170566548643,9.945718111165966,42.68170566548643,0.09012859439045433
2,3.2928093786784562,43.50494369504649,2.126941085038714,2.756843753158161,143.25348661792725,0.003196575661773137
5,7.607566679036709,46.62949547126264,7.002970574747103,0.445323295879374,6.967678677498384,4.689439208770103e-06
5,12.206259467173522,20.096545680462107,47.98756203039088,7.503858024359779,26.35859781688868,0.004255380576667171
8,6.2602436528280485,19.914369198781777,9.169933511143014,2.2081971377040377,62.33440168837401,0.000398263293263693
4,11.850987619066698,11.938857288415116,11.047411313139467,4.3749099006361405,70.74362495540588,0.015331679175651156
6,13.233861860302817,35.77766576171209,58.91085344708949,3.96405882139803,295.9229289841147,0.02973909042735891
5,14.852668676832378,21.388656686793116,38.432664715968166,9.827751750096258,18.759540225044702,0.0059124428285732755
4,14.4769883707131,39.89946610716917,25.898265160181367,8.392292874077373,288.8120534155748,0.11410082140592742
7,13.549419690745976,47.23660111457051,46.74015112498697,8.157702504486764,16.31331433220561,0.0030277566970707856
1,11.92023387472349,3.2493204741447013,40.15802364254875,9.584382533490786,40.15802364254875,0.08046887675711709
6,10.292841538546309,25.63442555082543,23.06698117177587,2.14991963141703,164.90692507894303,0.007797116575526048
2,3.4407832491193635,47.86351314916628,82.62056957939659,2.651786595747093,164.68797428765572,0.004192893686730287
6,14.629231561689735,44.18929424817129,92.77522831952129,13.830724806112606,404.0346363150888,0.054849467224970846
5,6.122800415418327,25.762396215736295,49.118634086862656,5.7964686125759135,3.9231545365870377,7.230695786348697e-05
3,12.789997499887413,11.222028591833034,22.38176148226231,6.8206112486735915,10.446083298400941,0.004877917029646926
1,13.739057294734078,43.00634082089619,45.74320977737073,5.523826310068162,45.74320977737073,0.04151572961247905
3,4.55417905539365,44.43740399344886,95.56514982297534,3.761364136633756,16.6364729123788,0.0009402830706611626
1,6.948616384438452,46.5794744159495,73.52126545234528,2.107180874413612,73.52126545234528,0.005097697754192305
4,7.472262204147768,12.98768918801631,72.3420113688585,3.7083952720721696,48.52370951941644,0.002636022320155197
6,14.545463671104597,5.473443002722695,89.44799309680674,13.706594804888928,49.75860396997789,0.006639573313508961
2,8.941758324167692,24.0293288663324,59.24077846595176,7.083776018867853,214.86445141469073,0.09600931459064797
8,10.945344121278776,27.18894539986996,86.44928803073485,7.776874161335212,148.79618184811815,0.005080995658660406
8,12.569112259283138,32.922591732921276,85.05817290942419,10.43946196928428,206.90387567881726,0.010699197805057278
1,7.008106544942855,11.934501565050876,93.00903505097386,1.017932272321519,93.00903505097386,0.001606757488637547
3,12.032599674691696,7.930255264653685,88.08707591989284,10.043119717230988,14.564389807012903,0.01598524748517426
3,13.54885776273758,0.25725853773573837,81.99469174081001,3.465291703172563,61.023512474683415,0.021243328014962357
7,4.929118752579699,40.89835120595311,83.21341779577419,2.4976877881576782,40.767848297443614,0.0002595194903240757
7,5.317594375047516,4.2049112233992325,32.6433576503293,2.9452021881845747,13.694628272560738,0.00012782306235018155
8,6.117642972769918,31.700285154980566,53.99853797158555,4.5996162799825315,96.96551335658471,0.0005781472446759055
6,6.400115379186979,0.9213859369108734,43.22407838925123,5.159192864031124,3.685610190618678,4.1894989287671736e-05
4,10.591462717607378,46.60140527550087,10.250972799067926,9.46353165828036,246.78852328178965,0.03817961675990024
8,12.250249302491877,47.3648944128169,16.637758693227234,9.112787277766182,290.11588237160584,0.013889130599732846
1,9.98604552211528,17.294152847647837,62.091551776747714,0.9104061048390647,62.091551776747714,0.0012457583198341277
2,14.881780473007765,33.80261285933772,44.59583070103215,9.417432944742089,503.0430639867333,1.036214974428011
4,12.09915835114827,1.2293458229400755,2.2123551528997254,4.128828074543498,7.437024890037329,0.0017151554872705795
7,12.825427720285123,12.62543748441911,0.10294798456333965,2.4758777037512743,0.09291977680470936,5.6559061807094455e-06
2,14.965494001892534,21.30906511179865,45.13870243296755,2.952114883244222,318.9006861165601,0.6680494989575888
7,12.91104918959876,14.918721549499631,83.99471646724719,9.62571009435542,13.548061221823483,0.004707662838969411
4,10.854134571373622,13.662976349910466,95.08635622504103,2.018349145480777,74.14989197371169,0.012346245481208168
4,11.775240803684227,45.47622554739092,85.73600920924986,10.810476779142657,267.7467533315923,0.056920982133619
3,6.29058242818404,49.19888239799141,40.9334006315043,5.3764933871547775,5.948061782272808,0.0010614002008509733
7,11.95004414437157,10.017957177435633,86.8122813490531,8.28653866347898,19.474368478296718,0.0038579666908497303
2,13.372298998075644,23.66049533457786,96.81934279147217,2.901427350882665,316.39521805654897,0.47285519449720526
1,4.0939738848743,7.6829019080556336,45.36936346052827,2.1588300281303554,45.36936346052827,0.001783739822901946
7,10.514643859576985,6.562243884119379,3.2526179491251916,9.239880644754754,0.13183253433573852,9.846582678501784e-05
3,5.225506496119852,23.10486453828303,0.12318351664258875,3.0751820344385727,0.050690689851628536,1.8309080790436509e-06
6,11.226783446747657,21.515294744973133,20.052472670033673,5.528462140218744,150.96722180922575,0.009262707998433988
7,10.818233601627176,16.296273197603746,59.02639388856225,4.759179763850167,34.80687303933374,0.0019461848721582203
8,8.462641788981614,0.5810269954050318,7.244688779455888,3.4125112245669813,2.458511665920525,3.8802429964666964e-05
6,14.696398222448279,36.094381396346755,65.69838575644931,10.748259938451033,331.5358766210254,0.04563021755266431
4,12.358211866720197,1.9809412674178573,48.0506947257829,1.7849850318301104,12.240445939139555,0.003008173833993443
1,4.233508853911989,28.545225092208216,1.836763694054,2.0495294535312505,1.836763694054,6.848108536795481e-05
4,11.429579646529248,27.982434174345705,0.9770847419183659,3.929662954002819,159.91373004972309,0.031089612459811972
2,9.410906471717341,44.12667429098,8.250853444042129,7.45402744555281,415.2720046603469,0.21632516497890664
2,7.763079314419153,6.635787702153017,56.75408482615582,5.205288081654491,51.51414624546109,0.01506290003376138
2,12.857288736118397,2.0591747639635836,67.03854583544123,11.653781927225163,26.475404498408242,0.03516987399388591
5,11.477708717842814,1.5793072412821019,93.62122462436898,1.1107455657917287,92.34847223304062,0.0005565850926034162
8,6.5860306360477665,46.760090764972986,94.73504626310387,4.035749615931637,153.98169516124315,0.001145536975252333
4,7.073402310513673,40.74125568732561,8.011484638467515,6.050128497743873,144.08964605597865,0.006639825017582189
4,10.169710351583161,39.1916276709431,48.09038314489848,0.8814972267174828,199.28375081029154,0.027292066440972054
4,11.779074261063982,4.081499101529479,6.03520839905638,3.2085363222523267,24.03814050669083,0.005115323787806042
5,8.751347142915447,30.787101097112142,32.90174378146622,4.140825337465857,23.595167960617715,0.0009897161561034857
5,5.185414988264391,39.484925357123956,65.87077755008761,2.584287131079921,45.406364333041054,0.0004270049013025346
2,3.250333671498457,32.663150961866506,33.23146253551089,1.749429601747408,106.16613938859193,0.0022785044602698155
3,10.803908236163242,9.977122546457256,68.02282424312914,1.242217898675362,60.201657314811044,0.00893564870982364
7,5.442939364106913,42.02262031384667,17.419333657825366,4.978670223766479,0.35859092607827986,7.314772139556402e-05
2,11.912478254399772,21.27466672240377,34.59349925469629,4.573615988754113,253.43400470023738,0.2677634322026046
4,9.058138582716214,27.16502616816442,51.3995867808725,5.24694978425635,123.03228581717286,0.011906243359628947
2,11.703091924981639,24.333447071235142,87.34232380816606,10.072051636622543,284.7765679263401,0.28528971686562365
6,10.860112065985302,49.606665817033615,28.3854528608645,4.053383991009621,336.7087187455421,0.01870021311858143
3,10.475599002761793,31.578011004626028,73.3113022415281,1.76420523014141,60.964878632827215,0.008778823103107573
8,7.86372219702892,30.092769183100426,63.25405332263061,3.031966403806592,118.32058849760733,0.0014983510785979432
2,5.171723432513877,42.71925466847895,49.227785644803475,1.409335838288537,220.93217038850045,0.019100505130476012
4,7.860249588963859,29.645919991589093,57.941489934350074,5.080544251815664,116.5121652141718,0.007367481647551634
7,4.962286471020273,19.554076832588034,96.94123223352875,1.4009531602807583,78.1240219430881,0.0003084770140375753
5,3.108364849554603,29.42063166703027,59.87139801001076,1.2650852178943968,47.01354244613539,7.038770081015568e-05
7,8.445474496603671,11.802523167323198,7.349674733001265,1.7125911770425062,6.565576747764778,0.00011529462454872851
2,8.385330885976837,33.469520072968066,14.57565682447517,3.8110528219575426,280.6530004066808,0.10342137813339275
8,10.40573983924836,35.33886084427229,16.704190790094987,2.090068753041859,183.86349608044907,0.005394897282557547
1,10.266457891738593,17.83660265200008,53.35119252996956,7.7369186459571075,53.35119252996956,0.06137683400834553
8,12.668041835400638,29.267718219837608,86.82712805132586,2.980246645945775,185.38233941781016,0.009814441728847925
5,3.410253191269898,49.33464901785808,12.297080852962672,0.8799060981002496,11.174710806695138,1.0443304935416832e-05
2,3.4721224880221158,6.10549570050134,45.21990282834353,3.091881728825723,21.199028922233044,0.0005546015737343636
5,4.2397074854881875,29.233535022129438,68.82078658665954,1.7282789790458297,53.997630793408916,0.0002056514609544601
2,14.581424357232546,0.24699904672048079,95.18117854232389,9.116422343471925,3.601597916063238,0.006978709032989408
1,9.961346756345616,12.711228994874663,52.17300466362131,3.570028529016693,52.17300466362131,0.014581259532845932
6,4.675815057075755,1.4986794936338976,30.79299415911909,3.1992519816058635,4.379717588790029,1.9413657183544304e-05
2,11.794787020096102,8.119094733116045,18.834908376560143,8.347719554704401,95.76299317308775,0.09820826504685992
5,8.325002631654854,43.40711271887527,17.71497894473859,5.605751719114485,8.37086410905443,0.000472655335643699
7,14.743575448806364,18.71483835698963,1.7515990862062236,3.9768223697078415,1.438031626070014,0.00014618807095686745
2,13.426859813744619,28.530487331941483,3.038705969683686,11.921088856211785,383.074853823795,0.5795448162683684
6,14.024133563922051,30.030477127311805,94.08753563380648,11.137335725113726,263.2196388885793,0.03148006934120997
8,10.814795724497905,5.3296515153995365,65.7845304603036,10.268349545847109,28.819546210903344,0.0009493161643625109
6,6.817338643417434,43.32193337638227,99.33369373586285,4.957466308384207,184.58768157147898,0.0025359260879068072
5,9.804195131840014,36.92246046256633,87.8515561301348,4.056253273292183,68.40600821822915,0.0032964286176780273
6,14.108097970568542,21.908617320599383,90.13756495884444,11.852241929854342,193.18057472419434,0.023521127058011838
7,8.226999777755196,40.89171080875108,12.020905537060845,4.442910508010392,5.290017107420192,0.00017431325663436545
1,6.940574734620973,31.51043741645721,60.98318054986945,3.8665597220220382,60.98318054986945,0.012881910497488033
3,7.662697215244149,22.43468113112653,23.754413087432745,2.9572387786349377,14.586952913472164,0.0011133150164676757
4,3.1760046845551657,29.353085385057547,16.844438514271964,1.9955420930307222,46.612768344545266,0.00019444065685500912
2,8.561928525606868,18.989289008961492,86.33336495718252,4.428003455232991,162.58493524682038,0.06377861939041786
6,13.97083819141764,40.68831441597932,10.891834184673144,2.571928910009615,355.281160616983,0.04200769389474198
8,9.962068430727987,26.680127336343922,60.79050927934446,7.355940875237384,132.8946271325973,0.003421564730017285
6,11.962508593629872,35.77454535496372,52.12341324853343,9.45222493563083,267.47081640122195,0.01985328902703853
3,3.0907544997377054,32.37373570773015,89.8030548949987,0.831827328361586,65.63399350938718,0.00027619347111921557
3,7.5608941072464635,9.857706328643868,47.91832294435999,1.7019760967210689,37.13178909142622,0.0021574952294141094
6,8.830461110235907,12.838828386025398,28.487290196192284,2.883683931874392,70.85798422736882,0.0021155739636500954
7,9.387122560068482,29.046602663139886,8.962633915494212,6.532237696237258,1.9827257459942282,0.00019306426579489462
2,6.271488008802406,20.677455076267577,12.188609333694755,1.3360427765083132,129.67841156336254,0.019992149382717806
7,13.31298951936707,39.98905477120108,18.4585129537033,4.2035825686863175,14.09980354852244,0.0011342068258705946
1,9.807746635546842,12.828139185068189,96.29268752375798,4.758631202552939,96.29268752375798,0.0448177848881057
7,12.78898372205137,18.67548415191938,52.6499194153781,1.9320817754342279,49.408055354672356,0.0028679699080090292
5,10.219341841755973,40.95944297133951,88.42064633484078,2.6087097331500955,80.51333755425655,0.0019878971624577957
1,10.759270961074321,8.738672141368859,36.07725191105998,9.310018619928353,36.07725191105998,0.05985116264356881
8,7.241056551632617,11.843527948724104,78.05255152438619,2.152950267302246,42.87982782377634,0.0004239626775648774
3,13.21409113023325,33.57123347653072,80.95299757684418,9.778302188993191,21.048546668365905,0.01945689765056222
2,8.421212144846749,29.330423158773705,16.801420774486342,6.005893724370725,246.99771571815947,0.09219275188563614
2,8.674703587598186,26.76790509213304,17.844596522777213,2.8717138438487746,232.20364233521425,0.09473554918460154
3,10.285128433065369,27.334870635703503,23.194709611597542,4.132722957482458,13.874718176602988,0.002628735343501669
5,3.701455369302647,7.088719676355093,27.45402540001254,2.1740210331073664,16.029078047415062,6.830649034727642e-05
2,7.8518252172515055,21.409980746280738,71.75977656581762,5.285790131737314,168.1074267245163,0.05086028487634435
7,7.0930802936906465,40.93535285596164,60.321941021337224,2.507435231545277,43.03702063004422,0.0005605943438293579
8,6.289927998717671,3.9709684494493303,8.565824959643054,5.376452996808797,12.48855281610792,8.093156018552702e-05
3,7.814254968467792,18.347803960240032,34.35604747757039,4.731064130469648,13.555515047833682,0.0017076336090979176
5,9.228717490899244,3.380628179610745,80.03565078223616,2.4026123748901234,72.60486517176528,0.0013655580614755935
5,6.253769238002217,29.640599582671136,68.01319311034514,1.611885696028031,61.81798950732601,0.0003556288768790612
2,6.996022956698376,33.474347759909506,99.41393612211675,4.517019097080936,234.18730538883176,0.05011838230062345
1,14.945765888451085,22.31761755988211,33.35695494722004,8.555367493458595,33.35695494722004,0.07381980166757073
2,14.491503414064562,8.765147117882982,69.00048908206658,3.3452232823862005,127.0201593835794,0.24159781439475256
8,7.913734236062447,21.134455669809476,82.18064439010868,0.40449479125909793,83.62623269735766,0.0010793335887797437
8,10.978940693846617,39.77249803948646,92.71778194794527,2.8674563855668858,218.32994861082634,0.007524253267050454
4,14.689975543536187,1.0013177962912234,73.71802250072432,10.896139878775697,7.354666969412811,0.0030357430557105434
1,13.104399532517055,26.04789886360211,62.35856880027597,1.7063499265271314,62.35856880027597,0.005690075536332349
7,13.376234304402484,30.424320632989566,50.683843182048264,2.5866108301096844,45.73110460417085,0.00315892937628921
5,3.4339245662971454,15.15641779726643,26.311256991084285,1.2847093594658607,21.476058652295396,3.797146904916357e-05
5,7.155861223068042,11.95276660986328,50.97242467516981,5.672862635009871,15.618627713389834,0.000621174627377163
6,8.366430486058029,30.029716668030865,51.567942769649775,7.3411476543072345,157.02596063693647,0.0039873224088787015
3,9.8950485878132,28.32876810857093,39.10427630581744,4.957792378541526,19.5115596741744,0.00394645189234415
1,4.396396774625713,40.87248542455958,38.06232934765801,3.693750962279301,38.06232934765801,0.0041092674134571355
6,11.657064807944781,7.06390246377529,21.198249090223854,9.172495543121268,51.46523051076835,0.003534848691998345
7,7.8357621451819375,8.676225749325434,69.49510889024617,2.832547729355437,48.81688834348747,0.0008706964001124521
4,9.876497147170191,46.63653702381274,57.516335049662494,4.754733341812881,230.30281243479178,0.028889953937462246
1,14.073086286160732,24.353095940946794,60.625293775097745,10.390565202856376,60.625293775097745,0.17360801371888224
5,6.8103773745208445,47.63987638006471,82.5200767415568,4.4245400745265995,41.58918210007323,0.001240013578840876
2,3.818067712625923,1.2905953474743492,13.516628915482276,3.5004182256219596,4.927580426257046,0.00017141334009627016
4,12.320683565660312,6.101752606219751,59.429075056177474,10.999958730353148,37.58888152858833,0.009153824763380792
4,8.274140263594921,5.283234213087196,64.08263146902063,2.0224842151186375,21.857110462253498,0.001612130384918136
6,10.23063796611438,18.239910957226474,38.64608411591471,5.708665105046665,116.62870346096678,0.005415054981828895
2,8.517605085231843,2.9081897752737893,99.48663171697672,0.8688170544147731,24.770812018691277,0.009566933648479806
8,6.568260578842066,21.51685887544606,17.06647585499984,0.769582289707004,70.6641679660502,0.0005214577750552113
4,6.639301770811146,5.052290550532335,69.2161341694132,0.7041817296092995,16.771840799400874,0.0006391263712697535
4,10.59827551216157,11.444730242330682,23.2645538562681,2.6360281694582928,60.6472021352941,0.00940059117179529
5,10.48675003549966,26.35207319558258,42.60833838903715,1.7579918449033978,40.912575853541895,0.0005192554018717303
4,7.857581149022398,32.703789768599904,35.42362404447745,4.109154747625554,128.4863409936711,0.00811637989031268
6,12.930454746802491,36.6807190280701,76.93048936413398,0.774898076285296,296.4364859203984,0.027788322211368545
2,4.605644835353864,20.929031081196765,79.03377358601482,2.6433334308745646,96.39168390807438,0.0058856023625298215
7,4.645316468747989,26.765506572629583,21.52018720172375,0.28294017409793387,21.290401495810848,5.617728409687449e-05
2,10.551585672128834,9.942813888764796,6.4616679844086145,0.9324424478493737,104.91245256933419,0.07703006167255824
1,4.316834384130042,27.397974448684646,45.43773345599609,3.4962964377351997,45.43773345599609,0.0043759968711130515
7,4.7908533354021134,6.35998813437248,86.46603921404177,1.2893631800965553,71.0485922225258,0.00024760132736931977
2,8.712217552425198,18.794414257288466,39.44762785700353,4.038131057721764,163.74102577989896,0.06767428235044887
5,14.474666287787379,6.657250208904847,10.21495296575381,9.304647416854648,5.240087906702231,0.001483176295791799
1,11.257616473038507,21.880156202769598,25.467062204605117,9.082469593481582,25.467062204605117,0.04322482853729093
2,6.036701193609415,39.05852118934596,82.51321959287039,2.993641733585754,235.78462148434338,0.03241862059773563
8,13.741412888478436,31.833484108360366,61.39335847600618,1.511374532707569,218.7185244058983,0.01477911777584402
8,13.589513285473197,5.284673995313705,98.82752710001313,6.100954624090655,35.908073734355156,0.00234678115230498
